location,latitude,longitude,count,title
"Bedford, MA",42.4917301,-71.2817947,10.0,SAP Logistics Process Lead
"Katy, TX",29.7857853,-95.8243956,35.0,Inventory Specialist - JVSS10 - Fry/Clay Center Store - Full-Time
"Worcester, MA",42.2625621,-71.8018877,34.0,Support Advocate
"Dallas, TX",32.7762719,-96.7968559,383.0,"Senior Associate, Solutioning"
Greater St. Louis,38.6644889,-90.2360477,22.0,Senior Quality Assurance Test Engineer
"Monroe, LA",32.5102427,-92.1032411,9.0,MEDICAID ANALYST 1-2
Los Angeles Metropolitan Area,-11.9862556,-77.0096138,101.0,Assistant Superintendent - Greater Los Angeles Area
"Louisville, KY",38.2542376,-85.759407,87.0,Product Information Specialist
"Katy, TX",29.7857853,-95.8243956,35.0,Store Replenisher - $15.50/hr - PM Shifts - JVSS10 - Fry/Clay - Part-Time
"San Diego, CA",32.7174202,-117.162772,235.0,Project Engineer - SC Engineers
"Dallas, TX",32.7762719,-96.7968559,383.0,"Manager, Project Financials"
"San Antonio, TX",29.4246002,-98.4951405,124.0,San Antonio 25 Deli - Overnight Production Rep - Part-Time
"Syracuse, NY",43.0481221,-76.1474244,28.0,News & Public Affairs Director
"Tampa, FL",27.9477595,-82.458444,146.0,Project Accountant
"San Antonio, TX",29.4246002,-98.4951405,124.0,Production Artist II
"Indianapolis, IN",39.7683331,-86.1583502,112.0,"Mechanical Engineer ll, Production Engineering - Indianapolis, IN"
"The Woodlands, TX",30.1734194,-95.504686,18.0,Market - Perishables Rep - Part-Time - Woodlands 4
"Chicago, IL",41.8755616,-87.6244212,534.0,Food & Beverage Manager
"Katy, TX",29.7857853,-95.8243956,35.0,Meat Market Specialist - JVSS10 - Fry/Clay - Full-Time
"Katy, TX",29.7857853,-95.8243956,35.0,Quality Control Expert I - JVSS10 - Fry/Clay - Full-Time
"Darlington, SC",34.3609331,-79.9438572,6.0,Electrician (Industrial)
"Orlando, FL",28.5421109,-81.3790304,171.0,People Services Manager
"Katy, TX",29.7857853,-95.8243956,35.0,Produce Specialist - $16/Hr - AM/PM Shifts - JVSS10 - Fry/Clay - Full-Time
"Austin, TX",30.2711286,-97.7436995,347.0,CPU Micro-architect/RTL Designer (Multiple Locations)
"Fort Lauderdale, FL",26.1223084,-80.1433786,65.0,Bookkeeper
"Queens, NY",40.7135078,-73.8283132,18.0,FOH Supervisor
"Santa Fe, NM",35.6876096,-105.938456,9.0,Senior IT Support Specialist
"Harlingen, TX",26.1907543,-97.6960599,7.0,Harlingen 02 Drug - Overnight Stocker - Part-Time
"Florence, SC",34.174608750000004,-79.78017904453355,9.0,Medical Director DVM - Full Time
"California, United States",36.7014631,-118.755997,162.0,"Pharmacist, Principal - Medication Policy"
"Dallas, TX",32.7762719,-96.7968559,383.0,Senior associate security consulting
"Darlington, SC",34.3609331,-79.9438572,6.0,Forklift Operator
"Dallas, TX",32.7762719,-96.7968559,383.0,Cloud/Data Architect
"New Orleans, LA",29.9759983,-90.0782127,38.0,Program Manager 3--DHH(Clinical Systems and Services Team Lead)
"Alexandria, LA",31.3119463,-92.4453558,17.0,MEDICAID ANALYST SUPERVISOR
San Diego Metropolitan Area,-12.1106354,-77.0471789,32.0,Electronic Records Management Analyst
"San Antonio, TX",29.4246002,-98.4951405,124.0,San Antonio 08 Sanitation - Total Store Sanitation Rep - Part-Time
Greater Houston,29.944719,-95.41607390828516,45.0,Houston 48 eStores - Cust Serv Rep-In Store Shopper - Part-Time
"Darlington, SC",34.3609331,-79.9438572,6.0,Maintenance Supervisor (Industrial)
"Sacramento, CA",38.5810606,-121.493895,109.0,Health Program Audit Manager I - Drug Medi-Cal Section
"Menlo Park, CA",37.4519671,-122.177992,15.0,Eligibility Data Analyst # 3219
"Auburn Hills, MI",42.6875323,-83.2341028,36.0,Materials Manager
"Darlington, SC",34.3609331,-79.9438572,6.0,Millwright
"Pennsylvania, United States",40.9699889,-77.7278831,27.0,Google Ads Manager
"New York, NY",40.7127281,-74.0060152,818.0,Dual Night Audit
"Austin, TX",30.2711286,-97.7436995,347.0,Senior Maintenance Engineer / Technician
"Albany, GA",31.5782062,-84.1556809,6.0,Installation Technician
"Katy, TX",29.7857853,-95.8243956,35.0,Bakery Specialist - JVSS10 - Fry/Clay - Part-Time
"Menlo Park, CA",37.4519671,-122.177992,15.0,Process Engineer II # 2764
"Darlington, SC",34.3609331,-79.9438572,6.0,Production Worker
"Katy, TX",29.7857853,-95.8243956,35.0,Store Replenisher - $15.50/hr - PM Shifts - JVSS10 - Fry/Clay - Full-Time
"Lafayette, IN",40.4191229,-86.8919011,16.0,Area Supervisor
"Lima, OH",40.741735,-84.1156539566922,9.0,Health & Safety Manager
"Providence, RI",41.8239891,-71.4128343,31.0,Senior Litigation Attorney/Special Assistant Attorney General/Government Litigation #13867
"Florida, United States",27.7567667,-81.4639835,58.0,Sales Development Representative
"Chicago, IL",41.8755616,-87.6244212,534.0,Student Ambassador
"Queens, NY",40.7135078,-73.8283132,18.0,Special Education Teacher
"Katy, TX",29.7857853,-95.8243956,35.0,Store Replenisher - $15.50/hr - PM Shifts - JVSS10 - Fry/Clay - Part-Time
"Baltimore, MD",39.2908816,-76.610759,109.0,"Executive Project Director, Transit Development and Delivery"
"Baltimore, MD",39.2908816,-76.610759,109.0,"Senior Projects Control Engineer, Program Manager III"
"Florida, United States",27.7567667,-81.4639835,58.0,Public Safety Applications Sales Representative (FL/GA)
"Fullerton, CA",33.8708215,-117.929416,16.0,Acute Care Nurse
"Orlando, FL",28.5421109,-81.3790304,171.0,Marketing Strategist
"New York, NY",40.7127281,-74.0060152,818.0,Sales Associate
"Virginia, United States",37.1232245,-78.4927721,36.0,CASTL Wage Data Collector
"Appleton, WI",44.2613967,-88.4069744,12.0,Medical Assistant
"Hunt Valley, MD",39.4922608,-76.6589528,9.0,Architect II
"Sarasota, FL",27.3365805,-82.5308545,32.0,Registered Nurse
"Jersey City, NJ",40.7215682,-74.047455,70.0,Internal Audit and SOX Advisory Services Senior
"Lynn, MA",42.466763,-70.9494939,6.0,Delivery Driver
"Addison, TX",32.960477850000004,-96.8300673063398,16.0,Senior Accountant
"Poughkeepsie, NY",41.7065539,-73.9283672,6.0,Automotive Mechanic
"Williamsport, PA",41.2493292,-77.0027671,8.0,Outside Claims Adjuster
"Allentown, PA",40.6022059,-75.4712794,15.0,Weekend Party Manager
"Farmingdale, NY",40.7328811,-73.4458564,6.0,Staff Physical Therapist
"Syracuse, NY",43.0481221,-76.1474244,28.0,Legal Secretary
"Boca Raton, FL",26.3586885,-80.0830984,34.0,Kitchen Aide  
"Chicago, IL",41.8755616,-87.6244212,534.0,Hotel Security Officer  
Greater Houston,29.944719,-95.41607390828516,45.0,Solutions Architect - Data Center Solutions
"Oak Brook, IL",41.8328085,-87.9289504,15.0,Registered Client Associate
"Princeton, NJ",40.3496953,-74.6597376,33.0,Certified Public Accountant
"Wilmington, DE",39.7459468,-75.546589,54.0,Alarm Service Technician
"Atlanta, GA",33.7489924,-84.3902644,382.0,Procurement Manager
Greater Philadelphia,39.94152725,-75.2365182497955,26.0,Personal lines account manager
"Lexington, MA",42.4473175,-71.2245003,12.0,Speech Language Pathologist
"West Palm Beach, FL",26.715364,-80.0532942,46.0,Accounting Manager
"New York, NY",40.7127281,-74.0060152,818.0,Part-Time Pediatric Physical Therapist
"Lakeland, FL",28.0394654,-81.9498042,20.0,Paralegal
"Bellevue, WA",47.6144219,-122.192337,63.0,Coffee Roaster
"Silver Spring, MD",38.9959461,-77.0276231,24.0,"Patient Care Technician (CNA), Night Shift, Clinical Decision Unit"
"San Francisco, CA",37.7792588,-122.4193286,289.0,Senior Full-Stack Software Engineer
"West Des Moines, IA",41.5644476,-93.7594059,13.0,Growth Sales Account Manager - Iowa
"Jefferson City, MO",38.577359,-92.1724265,15.0,Sales Manager
"Houston, TX",29.7589382,-95.3676974,444.0,Business Solutions Manager- Dallas/Austin/Houston/Oklahoma
"San Diego, CA",32.7174202,-117.162772,235.0,Aquatic Laboratory Technician
"Riverside, CA",33.7219991,-116.0372472,24.0,On Call Biological Technician
"Cambridge, MA",42.3656347,-71.1040018,65.0,Medical Evidence Generation Director - Lead for COPD and CRSwNP
"Appleton, WI",44.2613967,-88.4069744,12.0,Growth Sales Architect - Madison/Milwaukee
"Worcester, MA",42.2625621,-71.8018877,34.0,Early Career Bridge Inspection Engineer
"Springfield, MO",37.2081729,-93.2922715,27.0,Sales Manager
"Maywood, IL",41.8789942,-87.8436412,6.0,Sr. Lab Information System Analyst
"Long Beach, CA",33.7690164,-118.191604,52.0,Accounts Payable Coordinator
"Vancouver, WA",45.6306954,-122.6744557,41.0,Asphalt Plant Operator
"San Francisco, CA",37.7792588,-122.4193286,289.0,Full-Stack Software Engineer
"Dallas, TX",32.7762719,-96.7968559,383.0,Business Solutions Manager- Dallas/Austin/Houston/Oklahoma
"New York, NY",40.7127281,-74.0060152,818.0,Senior Cloud Platform Engineer - Assistant Vice President
"Tucson, AZ",32.2228765,-110.974847,64.0,Aviation Airside Construction Resident Engineer
"Phoenix, AZ",33.4484367,-112.074141,279.0,Aviation Airside Construction Resident Engineer
"Los Angeles, CA",34.0536909,-118.242766,366.0,On Call Biological Technician
"Savannah, GA",32.0790074,-81.0921335,35.0,Entry Level Insurance Sales (2799)
"San Ramon, CA",37.7648021,-121.9544387,16.0,Behavioral Health Tech/Care Coordinator Adolescent Behavioral Health
San Francisco Bay Area,37.7884969,-122.3558473,162.0,Business Solutions Manager - Bay Area/Denver/Portland/Seattle
"Dallas, TX",32.7762719,-96.7968559,383.0,Growth Sales Architect - Dallas
"Tempe, AZ",33.4255117,-111.940016,54.0,Aviation Airside Construction Resident Engineer
"San Diego, CA",32.7174202,-117.162772,235.0,On Call Biological Technician
"Melrose Park, IL",41.900299,-87.8569745,9.0,Emergency Department Registered Nurse FT Days
"Yakima, WA",46.601557,-120.510842,7.0,Asphalt Plant Operator
"Fort Worth, TX",32.753177,-97.3327459,112.0,Design Engineer II
"Rochester, NY",43.157285,-77.615214,64.0,Sales Engineer
"Fort Worth, TX",32.753177,-97.3327459,112.0,Cost Manager
"Chicago, IL",41.8755616,-87.6244212,534.0,Data Manager
"Indianapolis, IN",39.7683331,-86.1583502,112.0,Sr. Engineering Manager - Opportunity for Working Remotely
"Wichita, KS",37.6922361,-97.3375448,41.0,Sr. Engineering Manager - Opportunity for Working Remotely
"Philadelphia, PA",39.9527237,-75.1635262,209.0,Sr. Engineering Manager - Opportunity for Working Remotely
"Los Angeles, CA",34.0536909,-118.242766,366.0,Electronics Engineer
"Grand Forks, ND",47.9252042,-97.0306741,8.0,Sales Manager
"Chicago, IL",41.8755616,-87.6244212,534.0,Retail Sales Associate (PT)
"Fort Worth, TX",32.753177,-97.3327459,112.0,Project Engineer II
"Washington, DC",38.8950368,-77.0365427,262.0,Sr. Engineering Manager - Opportunity for Working Remotely
"Greer, SC",34.9381361,-82.2272119,10.0,"Permanent Staff Acute Care Float RN job in Greer, SC - Make $31 to $39/hour"
"Greenville, SC",34.851354,-82.3984882,57.0,"Permanent Staff Acute Care Float RN job in Greenville, SC - Make $31 to $39/hour"
"El Paso, TX",31.7601164,-106.4870404,25.0,Certified Welding Inspector
"Medford, OR",42.3264181,-122.8718605,5.0,Sales Manager
"New York, NY",40.7127281,-74.0060152,818.0,Sr Building Special Inspector
"Portland, OR",45.5202471,-122.674194,122.0,Cloud System Architect I
"Williamsport, PA",41.2493292,-77.0027671,8.0,Sales Manager
"Morgantown, WV",39.6296809,-79.9559437,16.0,Sales Manager
"New York, NY",40.7127281,-74.0060152,818.0,Fire Alarm Service Technician
"Loveland, CO",40.3977612,-105.07498,7.0,Program Manager
"Bridgeport, CT",41.1792695,-73.1887863,10.0,Sr. Engineering Manager - Opportunity for Working Remotely
"Columbia, SC",34.0003117,-81.0331309,50.0,"Permanent Staff Acute Care Float RN job in Columbia, SC - Make $31 to $39/hour"
"Greenville, SC",34.851354,-82.3984882,57.0,"Permanent Staff Acute Care Float RN job in Greenville, SC - Make $31 to $39/hour"
"Tucson, AZ",32.2228765,-110.974847,64.0,"Travel ICU RN job in Tucson, AZ - Make $2235 to $2402/week"
"Beverly Hills, CA",34.0696501,-118.3963062,17.0,Network Engineer
"Montgomery, AL",32.3669656,-86.3006485,14.0,Sales Manager
"Fort Worth, TX",32.753177,-97.3327459,112.0,Junior Cost Manager
"Idaho Falls, ID",43.4887907,-112.03628,12.0,Sales Manager
"Fort Worth, TX",32.753177,-97.3327459,112.0,Logistics Clerk I (2nd Shift)
"Chambersburg, PA",39.9375112,-77.6612586,6.0,Sales Manager
"Nashville, TN",36.1622767,-86.7742984,175.0,Bartender - Union Tavern
"Austin, TX",30.2711286,-97.7436995,347.0,Sr. Engineering Manager - Opportunity for Working Remotely
"Greenville, SC",34.851354,-82.3984882,57.0,"Permanent Staff Acute Care Float RN job in Greenville, SC - Make $31 to $39/hour"
"Greenville, SC",34.851354,-82.3984882,57.0,"Permanent Staff Acute Care Float RN job in Greenville, SC - Make $31 to $39/hour"
"Tualatin, OR",45.3838546,-122.766351,7.0,RN Staff Nurse - Surgical Specialties
"New York, NY",40.7127281,-74.0060152,818.0,Project Finance Agency Services Account Manager - Vice President
"Thornton, CO",39.8695516,-104.985181,10.0,Retail Team Lead (PT)
"Florida, United States",27.7567667,-81.4639835,58.0,Partner Program Management
"North Charleston, SC",32.8546197,-79.9748103,13.0,Boeing Support Technician
"Fort Worth, TX",32.753177,-97.3327459,112.0,Requirements Engineer
"Renton, WA",47.4799078,-122.2034496,10.0,Boeing Support Technician
"Fort Worth, TX",32.753177,-97.3327459,112.0,Certification Engineer III
"Detroit, MI",42.3315509,-83.0466403,69.0,Sr. Engineering Manager - Opportunity for Working Remotely
"Jacksonville, FL",30.3321838,-81.655651,110.0,Sr. Engineering Manager - Opportunity for Working Remotely
"Denver, CO",39.7392364,-104.984862,247.0,Sr. Engineering Manager - Opportunity for Working Remotely
"Phoenix, AZ",33.4484367,-112.074141,279.0,Sr. Engineering Manager - Opportunity for Working Remotely
"Charlotte, NC",35.2272086,-80.8430827,247.0,Sr. Engineering Manager - Opportunity for Working Remotely
"Portland, OR",45.5202471,-122.674194,122.0,Sr. Engineering Manager - Opportunity for Working Remotely
"Muskegon, MI",43.2484584,-86.129351,11.0,Patient Care Assistant- 8th Floor 7p-7:30a 36hrs per wk
"Livonia, MI",42.36837,-83.3527097,17.0,Surgical Technologist - Contingent - Trinity Health Livonia
"Rocky Mount, NC",35.9423833,-77.7956949,6.0,"Permanent Staff Behavioral Health RN job in Rocky Mount, NC - Make $25 to $47/hour"
"Oklahoma City, OK",35.4729886,-97.5170536,78.0,"Travel Oncology Chemo Certified RN job in Oklahoma City, OK - Make $2095 to $2257/week"
"Indianapolis, IN",39.7683331,-86.1583502,112.0,"Permanent Staff PCU RN job in Indianapolis, IN - Make $28 to $42/hour"
"Greenville, SC",34.851354,-82.3984882,57.0,"Permanent Staff Acute Care Float RN job in Greenville, SC - Make $31 to $39/hour"
"Long Beach, CA",33.7690164,-118.191604,52.0,General Accountant
"Burlington, NC",36.0956918,-79.4377991,8.0,Sales Manager
"Newark, NJ",40.735657,-74.1723667,43.0,Sr. Engineering Manager - Opportunity for Working Remotely
"Boston, MA",42.3554334,-71.060511,324.0,Sr. Engineering Manager - Opportunity for Working Remotely
"Muskegon, MI",43.2484584,-86.129351,11.0,Patient Care Assistant- 7th Floor 7p-7:30a 36hrs per wk
"Seneca, SC",34.6865321,-82.9527288,9.0,"Permanent Staff Acute Care Float RN job in Seneca, SC - Make $31 to $39/hour"
"Richardson, TX",32.9481789,-96.7297206,33.0,Pharmacy Operations Representative
"Brunswick, GA",31.1499528,-81.4914894,6.0,"Permanent Staff Athletic Trainer job in Brunswick, GA - Make $21/hour"
"Brunswick, GA",31.1499528,-81.4914894,6.0,"Permanent Staff Athletic Trainer job in Brunswick, GA - Make $21/hour"
"San Jose, CA",37.3361663,-121.890591,158.0,IT Product Manager
"Houston, TX",29.7589382,-95.3676974,444.0,Center Facility Technician - Foster
"Rochester, NY",43.157285,-77.615214,64.0,Sales Engineer
"Fort Worth, TX",32.753177,-97.3327459,112.0,Mechanical Designer II
"Fort Worth, TX",32.753177,-97.3327459,112.0,Virtual Product Development Engineer (PLM)
"Baltimore, MD",39.2908816,-76.610759,109.0,Sr. Engineering Manager - Opportunity for Working Remotely
"Atlanta, GA",33.7489924,-84.3902644,382.0,Sr. Engineering Manager - Opportunity for Working Remotely
"Palo Alto, CA",37.4443293,-122.1598465,57.0,Sr. Engineering Manager - Opportunity for Working Remotely
"Seneca, SC",34.6865321,-82.9527288,9.0,"Permanent Staff Acute Care Float RN job in Seneca, SC - Make $31 to $39/hour"
"Greer, SC",34.9381361,-82.2272119,10.0,"Permanent Staff Acute Care Float RN job in Greer, SC - Make $31 to $39/hour"
"Brunswick, GA",31.1499528,-81.4914894,6.0,"Permanent Staff Ortho RN job in Brunswick, GA - Make $31/hour"
"San Francisco, CA",37.7792588,-122.4193286,289.0,ASP Site Coordinator - Shih Yu-Lang Central Y
"Houston, TX",29.7589382,-95.3676974,444.0,General Office Clerk-International
"Plano, TX",33.0136764,-96.6925096,104.0,Store Hourly
"Yakima, WA",46.601557,-120.510842,7.0,Sales Manager
"Seattle, WA",47.6038321,-122.330062,257.0,Sr. Engineering Manager - Opportunity for Working Remotely
"Chicago, IL",41.8755616,-87.6244212,534.0,Sr. Engineering Manager - Opportunity for Working Remotely
"New York, NY",40.7127281,-74.0060152,818.0,Sr. Engineering Manager - Opportunity for Working Remotely
"Denver, CO",39.7392364,-104.984862,247.0,"Environmental Justice, Equity and NEPA Specialist (Environmental Protection Specialist II or III)"
"Columbia, SC",34.0003117,-81.0331309,50.0,"Permanent Staff Acute Care Float RN job in Columbia, SC - Make $31 to $39/hour"
"Jacksonville, FL",30.3321838,-81.655651,110.0,Server Automation Operations Technologist - Assistant Vice President
"St Louis, MO",38.6280278,-90.1910154,133.0,Business Analyst (with Pega or Rule Engine tool experience)
"Pontiac, MI",42.6389216,-83.2910468,9.0,Registered Nurse (RN) - Oncology/Med-Surg
"Seneca, SC",34.6865321,-82.9527288,9.0,"Permanent Staff Acute Care Float RN job in Seneca, SC - Make $31 to $39/hour"
"Columbia, SC",34.0003117,-81.0331309,50.0,"Permanent Staff CCU RN job in Columbia, SC - Make $31 to $39/hour"
"Columbia, SC",34.0003117,-81.0331309,50.0,"Permanent Staff Acute Care Float RN job in Columbia, SC - Make $31 to $39/hour"
"Brunswick, GA",31.1499528,-81.4914894,6.0,"Permanent Staff Ortho RN job in Brunswick, GA - Make $31/hour"
"Houston, TX",29.7589382,-95.3676974,444.0,Center Facility Technician - Duncan
"Houston, TX",29.7589382,-95.3676974,444.0,Staff Attorney - International YMCA
"Ann Arbor, MI",42.2813722,-83.7484616,15.0,Paid Media Operations Senior Analyst
"New York, NY",40.7127281,-74.0060152,818.0,Senior Business Manager - Legal CAO
"Chicago, IL",41.8755616,-87.6244212,534.0,Product Marketing
"Columbia, MD",39.2156213,-76.8582049,22.0,"Sales Representative - Washington, DC"
"Ankeny, IA",41.7320796,-93.605092,8.0,MDMIA_Clinic RN_MOC0276
"Overland Park, KS",38.9742502,-94.6851702,45.0,Retail Parts Pro
"San Antonio, TX",29.4246002,-98.4951405,124.0,Director of Corporate Accounting
"Sioux City, IA",42.4966815,-96.4058782,10.0,Catering Associate Full Time
"New York, NY",40.7127281,-74.0060152,818.0,Multi-Asset Fund Research Supporting Model Portfolio Delivery
